"entry_id","task_id","draft_id","material_id","knowledge_category","audience","candidate_question","source_path","rule_title","extraction_status","review_result","entry_path","draft_status"
"KB-20260324-0042","P1-REX-0025","REX-20260324-0060","MAT-20260324-0059","待定","新生","关于组织参加“宪法卫士”2025年行动计划的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025学宪法讲宪法活动/宪法卫士/关于组织参加“宪法卫士”2025年行动计划的通知.docx","关于组织参加“宪法卫士”2025年行动计划的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0042.md","drafted"
"KB-20260324-0043","P1-REX-0026","REX-20260324-0061","MAT-20260324-0060","待定","新生","停保流程 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2026年大学生医保/停保流程.docx","停保流程","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0043.md","drafted"
"KB-20260324-0044","P1-REX-0027","REX-20260324-0062","MAT-20260324-0061","待定","新生","关于做好2026元旦假期学生安全教育管理工作的通知(1) 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2026元旦假期离返校统计/关于做好2026元旦假期学生安全教育管理工作的通知(1).docx","关于做好2026元旦假期学生安全教育管理工作的通知(1)","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0044.md","drafted"
"KB-20260324-0045","P1-REX-0028","REX-20260324-0063","MAT-20260324-0062","待定","新生","医药管理学院2023级新生家长见面会流程稿 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/8.29 2025级家校交流会/医药管理学院2023级新生家长见面会流程稿.docx","医药管理学院2023级新生家长见面会流程稿","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0045.md","drafted"
"KB-20260324-0046","P2-REX-0003","REX-20260324-0031","MAT-20260324-0030","奖助贷补","全体学生","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年本科生省政府奖学金评选工作的通知/附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.docx","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0046.md","drafted"
"KB-20260324-0047","P2-REX-0004","REX-20260324-0032","MAT-20260324-0031","奖助贷补","全体学生","关于做好2024-2025学年本科生省政府奖学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年本科生省政府奖学金评选工作的通知/关于做好2024-2025学年本科生省政府奖学金评选工作的通知.docx","关于做好2024-2025学年本科生省政府奖学金评选工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0047.md","drafted"
"KB-20260324-0048","P2-REX-0005","REX-20260324-0033","MAT-20260324-0032","奖助贷补","全体学生","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年国家奖学金评选通知/附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.docx","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0048.md","drafted"
"KB-20260324-0049","P2-REX-0006","REX-20260324-0034","MAT-20260324-0033","奖助贷补","全体学生","关于做好2024-2025学年本科生国家奖学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年国家奖学金评选通知/关于做好2024-2025学年本科生国家奖学金评选工作的通知.docx","关于做好2024-2025学年本科生国家奖学金评选工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0049.md","drafted"
"KB-20260324-0050","P2-REX-0007","REX-20260324-0035","MAT-20260324-0034","奖助贷补","全体学生","2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年励志奖学金评审通知/2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知.docx","2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0050.md","drafted"
"KB-20260324-0051","P2-REX-0008","REX-20260324-0036","MAT-20260324-0035","奖助贷补","全体学生","励志奖学金审核要点 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年励志奖学金评审通知/励志奖学金审核要点.docx","励志奖学金审核要点","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0051.md","drafted"
"KB-20260324-0052","P2-REX-0009","REX-20260324-0037","MAT-20260324-0036","奖助贷补","全体学生","附件3：（     学院）国家助学金申请表 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件3：（     学院）国家助学金申请表.docx","附件3：（     学院）国家助学金申请表","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0052.md","drafted"
"KB-20260324-0053","P2-REX-0010","REX-20260324-0038","MAT-20260324-0037","奖助贷补","全体学生","附件4：本专科生国家助学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件4：本专科生国家助学金实施细则.docx","附件4：本专科生国家助学金实施细则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0053.md","drafted"
"KB-20260324-0054","P2-REX-0011","REX-20260324-0039","MAT-20260324-0038","奖助贷补","全体学生","关于做好2024-2025学年本科生国家助学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/关于做好2024-2025学年本科生国家助学金评选工作的通知.docx","关于做好2024-2025学年本科生国家助学金评选工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0054.md","drafted"
"KB-20260324-0055","P2-REX-0012","REX-20260324-0040","MAT-20260324-0039","奖助贷补","学生","附件2：一网通办系统学生申请操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/附件2：一网通办系统学生申请操作说明.docx","附件2：一网通办系统学生申请操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0055.md","drafted"
"KB-20260324-0056","P2-REX-0013","REX-20260324-0041","MAT-20260324-0040","奖助贷补","学生","附件2：一网通办系统学生申请操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/附件/附件2：一网通办系统学生申请操作说明.docx","附件2：一网通办系统学生申请操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0056.md","drafted"
"KB-20260324-0057","P2-REX-0014","REX-20260324-0042","MAT-20260324-0041","奖助贷补","全体学生","关于开展2025-2026学年家庭经济困难认定的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/关于开展2025-2026学年家庭经济困难认定的通知.docx","关于开展2025-2026学年家庭经济困难认定的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0057.md","drafted"
"KB-20260324-0058","P2-REX-0015","REX-20260324-0043","MAT-20260324-0042","奖助贷补","全体学生","学院、班级一网通办操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/学院、班级一网通办操作说明.docx","学院、班级一网通办操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0058.md","drafted"
"KB-20260324-0059","P2-REX-0016","REX-20260324-0044","MAT-20260324-0043","奖助贷补","全体学生","关于评选2024-2025学年校级综合奖学金的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025校级奖学金/关于评选2024-2025学年校级综合奖学金的通知.docx","关于评选2024-2025学年校级综合奖学金的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0059.md","drafted"
"KB-20260324-0060","P2-REX-0017","REX-20260324-0051","MAT-20260324-0050","心理与测评","学生","医药管理学院2025-2026学年学生综合素质测评办法（暂行） 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/医药管理学院2025-2026学年学生综合素质测评办法（暂行）.docx","医药管理学院2025-2026学年学生综合素质测评办法（暂行）","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0060.md","drafted"
