"entry_id","task_id","draft_id","material_id","knowledge_category","audience","candidate_question","source_path","rule_title","extraction_status","review_result","entry_path","draft_status"
"KB-20260324-0011","P0-REX-0011","REX-20260323-0014","MAT-20260323-0011","心理与测评","学生","心理测评平台常见问题有哪些、分别如何解决？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级心理测评/2025年新生心理测评材料/4.心理测评平台常见问题.pdf","心理测评平台高频问题处理规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0011.md","drafted"
"KB-20260324-0012","P0-REX-0012","REX-20260323-0015","MAT-20260323-0012","证件与校园服务","全体学生","校园卡丢失后如何补卡、多久可以恢复使用？","数据库部分材料/数据库部分材料/模板/校园卡补卡指南.pdf","校园卡实体卡挂失与补卡流程","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0012.md","drafted"
"KB-20260324-0013","P0-REX-0013","REX-20260323-0016","MAT-20260323-0013","竞赛与第二课堂","全体学生","第二课堂成绩单实施办法中的学分与认定规则是什么？","数据库部分材料/数据库部分材料/模板/山东第一医科大学（山东省医学科学院）“第二课堂成绩单”实施办法.pdf","第二课堂积分认定与学分转换规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0013.md","drafted"
"KB-20260324-0014","P0-REX-0015","REX-20260323-0018","MAT-20260323-0015","就业与毕业","毕业生","毕业离校手续有哪些环节，办理顺序是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/2025届毕业离校通知.docx","毕业生离校退宿办理规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0014.md","drafted"
"KB-20260324-0015","P0-REX-0016","REX-20260323-0021","MAT-20260323-0020","就业与毕业","毕业生","毕业生档案去向核对应注意哪些信息和时间节点？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/档案去向核对/档案信息核对确认 注意事项.docx","毕业生档案信息核对与更正规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0015.md","drafted"
"KB-20260324-0016","P1-REX-0001","REX-20260323-0003","MAT-20260323-0001","心理与测评","全体学生","心理测评的参与对象、时间节点和异常处理方式是什么？","数据库部分材料/数据库部分材料/学生手册.md","学生心理测评参与与异常处理规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0016.md","drafted"
"KB-20260324-0017","P1-REX-0002","REX-20260323-0004","MAT-20260323-0001","证件与校园服务","全体学生","校园卡或学生证补办的办理渠道、时限和注意事项是什么？","数据库部分材料/数据库部分材料/学生手册.md","校园卡挂失与补卡办理规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0017.md","drafted"
"KB-20260324-0018","P1-REX-0003","REX-20260323-0005","MAT-20260323-0001","竞赛与第二课堂","全体学生","第二课堂成绩单相关认定、录入与查询规则有哪些？","数据库部分材料/数据库部分材料/学生手册.md","第二课堂成绩单认定与查询规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0018.md","drafted"
"KB-20260324-0019","P1-REX-0004","REX-20260323-0019","MAT-20260323-0018","就业与毕业","毕业生","毕业证和学位证代领需要满足哪些条件并提交哪些材料？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/毕业证和学位证代领委托书.docx","毕业证学位证代领委托规则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0019.md","drafted"
"KB-20260324-0020","P1-REX-0005","REX-20260323-0020","MAT-20260323-0019","就业与毕业","毕业生","毕业生应征入伍可享受哪些政策，办理路径是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/征兵政策/毕业生应征入伍政策解读.pdf","毕业生应征入伍政策与报名流程","extracted","通过(条件性)","knowledge-base/entries/first-batch-drafts/KB-20260324-0020.md","drafted"
"KB-20260324-0021","P2-REX-0001","REX-20260323-0022","MAT-20260323-0021","奖助贷补","全体学生","助学金评审通知模板中哪些规则可沉淀为通用知识？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/通知.docx","助学金评审通知模板通用规则","extracted","通过","knowledge-base/entries/first-batch-drafts/KB-20260324-0021.md","drafted"
"KB-20260324-0022","P2-REX-0002","REX-20260323-0023","MAT-20260323-0022","奖助贷补","学生","一网通办助学金申请模板中的关键填写规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/助学金评审一网通办操作说明.docx","一网通办助学金申请模板操作规则","extracted","通过","knowledge-base/entries/first-batch-drafts/KB-20260324-0022.md","drafted"
"KB-20260324-0023","P1-REX-0006","REX-20260324-0024","MAT-20260324-0023","入学与学籍","新生","附件4入学资格审查和录取资格复查登记表（纸质版已收齐 备案） 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/9.10 2025级新生入学资格复查/附件4入学资格审查和录取资格复查登记表（纸质版已收齐 备案）.docx","附件4入学资格审查和录取资格复查登记表（纸质版已收齐 备案）","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0023.md","drafted"
"KB-20260324-0024","P1-REX-0007","REX-20260324-0025","MAT-20260324-0024","奖助贷补","新生","附件3：（     学院）国家助学金申请表 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件3：（     学院）国家助学金申请表.docx","附件3：（     学院）国家助学金申请表","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0024.md","drafted"
"KB-20260324-0025","P1-REX-0008","REX-20260324-0026","MAT-20260324-0025","奖助贷补","新生","附件4：本专科生国家助学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件4：本专科生国家助学金实施细则.docx","附件4：本专科生国家助学金实施细则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0025.md","drafted"
"KB-20260324-0026","P1-REX-0009","REX-20260324-0027","MAT-20260324-0026","奖助贷补","新生","关于做好2024-2025学年本科生国家助学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/关于做好2024-2025学年本科生国家助学金评选工作的通知.docx","关于做好2024-2025学年本科生国家助学金评选工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0026.md","drafted"
"KB-20260324-0027","P1-REX-0010","REX-20260324-0028","MAT-20260324-0027","奖助贷补","新生","附件2：一网通办系统学生申请操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/附件/附件2：一网通办系统学生申请操作说明.docx","附件2：一网通办系统学生申请操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0027.md","drafted"
"KB-20260324-0028","P1-REX-0011","REX-20260324-0029","MAT-20260324-0028","奖助贷补","新生","关于开展2025-2026学年家庭经济困难认定的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/关于开展2025-2026学年家庭经济困难认定的通知.docx","关于开展2025-2026学年家庭经济困难认定的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0028.md","drafted"
"KB-20260324-0029","P1-REX-0012","REX-20260324-0030","MAT-20260324-0029","奖助贷补","新生","学院、班级一网通办操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025秋家庭经济困难认定+助学金评审/学院、班级一网通办操作说明.docx","学院、班级一网通办操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0029.md","drafted"
"KB-20260324-0030","P1-REX-0013","REX-20260324-0045","MAT-20260324-0044","就业与毕业","毕业生","毕业生登记表 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/毕业生登记表.docx","毕业生登记表","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0030.md","drafted"
"KB-20260324-0031","P1-REX-0014","REX-20260324-0046","MAT-20260324-0045","就业与毕业","毕业生","高校毕业生档案转递单功能操作手册 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/档案去向核对/档案转递/高校毕业生档案转递单功能操作手册.docx","高校毕业生档案转递单功能操作手册","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0031.md","drafted"
"KB-20260324-0032","P1-REX-0015","REX-20260324-0047","MAT-20260324-0046","就业与毕业","毕业生","关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知.docx","关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0032.md","drafted"
"KB-20260324-0033","P1-REX-0016","REX-20260324-0048","MAT-20260324-0047","就业与毕业","毕业生","关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知.docx","关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0033.md","drafted"
"KB-20260324-0034","P1-REX-0017","REX-20260324-0049","MAT-20260324-0048","就业与毕业","毕业生","关于开展校（院）2025年毕业生就业政策宣传月活动的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于开展校（院）2025年毕业生就业政策宣传月活动的通知.docx","关于开展校（院）2025年毕业生就业政策宣传月活动的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0034.md","drafted"
"KB-20260324-0035","P1-REX-0018","REX-20260324-0050","MAT-20260324-0049","就业与毕业","新生","智慧团建团支部转出步骤 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级毕业生团关系转出/智慧团建团支部转出步骤.docx","智慧团建团支部转出步骤","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0035.md","drafted"
"KB-20260324-0036","P1-REX-0019","REX-20260324-0053","MAT-20260324-0052","事务申请与审批","新生","附件2：免予执行《国家学生体质健康标准》申请表 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年秋季学期泰安校区2024级、2025级学生体质健康测试通知材料/附件2：免予执行《国家学生体质健康标准》申请表.docx","附件2：免予执行《国家学生体质健康标准》申请表","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0036.md","drafted"
"KB-20260324-0037","P1-REX-0020","REX-20260324-0054","MAT-20260324-0053","事务申请与审批","新生","外媒采访报备 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/HRU大赛2025/外媒采访报备.docx","外媒采访报备","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0037.md","drafted"
"KB-20260324-0038","P1-REX-0021","REX-20260324-0056","MAT-20260324-0055","奖助贷补","新生","通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年 院级优秀评选/通知.docx","通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0038.md","drafted"
"KB-20260324-0039","P1-REX-0022","REX-20260324-0057","MAT-20260324-0056","事务申请与审批","新生","附件5：体质健康测试承诺书 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年秋季学期泰安校区2024级、2025级学生体质健康测试通知材料/附件5：体质健康测试承诺书.docx","附件5：体质健康测试承诺书","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0039.md","drafted"
"KB-20260324-0040","P1-REX-0023","REX-20260324-0058","MAT-20260324-0057","竞赛与第二课堂","新生","2025 外研社校赛通知（总） 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025外研社比赛/2025 外研社校赛通知（总）.docx","2025 外研社校赛通知（总）","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0040.md","drafted"
"KB-20260324-0041","P1-REX-0024","REX-20260324-0059","MAT-20260324-0058","竞赛与第二课堂","新生","校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025学宪法讲宪法活动/比赛活动/校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知.docx","校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0041.md","drafted"
"KB-20260324-0042","P1-REX-0025","REX-20260324-0060","MAT-20260324-0059","竞赛与第二课堂","新生","关于组织参加“宪法卫士”2025年行动计划的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025学宪法讲宪法活动/宪法卫士/关于组织参加“宪法卫士”2025年行动计划的通知.docx","关于组织参加“宪法卫士”2025年行动计划的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0042.md","drafted"
"KB-20260324-0043","P1-REX-0026","REX-20260324-0061","MAT-20260324-0060","证件与校园服务","新生","停保流程 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2026年大学生医保/停保流程.docx","停保流程","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0043.md","drafted"
"KB-20260324-0044","P1-REX-0027","REX-20260324-0062","MAT-20260324-0061","事务申请与审批","新生","关于做好2026元旦假期学生安全教育管理工作的通知(1) 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2026元旦假期离返校统计/关于做好2026元旦假期学生安全教育管理工作的通知(1).docx","关于做好2026元旦假期学生安全教育管理工作的通知(1)","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0044.md","drafted"
"KB-20260324-0045","P1-REX-0028","REX-20260324-0063","MAT-20260324-0062","入学与学籍","新生","医药管理学院2023级新生家长见面会流程稿 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/8.29 2025级家校交流会/医药管理学院2023级新生家长见面会流程稿.docx","医药管理学院2023级新生家长见面会流程稿","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0045.md","drafted"
"KB-20260324-0046","P2-REX-0003","REX-20260324-0031","MAT-20260324-0030","奖助贷补","全体学生","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年本科生省政府奖学金评选工作的通知/附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.docx","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0046.md","drafted"
"KB-20260324-0047","P2-REX-0004","REX-20260324-0032","MAT-20260324-0031","奖助贷补","全体学生","关于做好2024-2025学年本科生省政府奖学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年本科生省政府奖学金评选工作的通知/关于做好2024-2025学年本科生省政府奖学金评选工作的通知.docx","关于做好2024-2025学年本科生省政府奖学金评选工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0047.md","drafted"
"KB-20260324-0048","P2-REX-0005","REX-20260324-0033","MAT-20260324-0032","奖助贷补","全体学生","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年国家奖学金评选通知/附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.docx","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0048.md","drafted"
"KB-20260324-0049","P2-REX-0006","REX-20260324-0034","MAT-20260324-0033","奖助贷补","全体学生","关于做好2024-2025学年本科生国家奖学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年国家奖学金评选通知/关于做好2024-2025学年本科生国家奖学金评选工作的通知.docx","关于做好2024-2025学年本科生国家奖学金评选工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0049.md","drafted"
"KB-20260324-0050","P2-REX-0007","REX-20260324-0035","MAT-20260324-0034","奖助贷补","全体学生","2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年励志奖学金评审通知/2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知.docx","2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0050.md","drafted"
"KB-20260324-0051","P2-REX-0008","REX-20260324-0036","MAT-20260324-0035","奖助贷补","全体学生","励志奖学金审核要点 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年励志奖学金评审通知/励志奖学金审核要点.docx","励志奖学金审核要点","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0051.md","drafted"
"KB-20260324-0052","P2-REX-0009","REX-20260324-0037","MAT-20260324-0036","奖助贷补","全体学生","附件3：（     学院）国家助学金申请表 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件3：（     学院）国家助学金申请表.docx","附件3：（     学院）国家助学金申请表","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0052.md","drafted"
"KB-20260324-0053","P2-REX-0010","REX-20260324-0038","MAT-20260324-0037","奖助贷补","全体学生","附件4：本专科生国家助学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件4：本专科生国家助学金实施细则.docx","附件4：本专科生国家助学金实施细则","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0053.md","drafted"
"KB-20260324-0054","P2-REX-0011","REX-20260324-0039","MAT-20260324-0038","奖助贷补","全体学生","关于做好2024-2025学年本科生国家助学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/关于做好2024-2025学年本科生国家助学金评选工作的通知.docx","关于做好2024-2025学年本科生国家助学金评选工作的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0054.md","drafted"
"KB-20260324-0055","P2-REX-0012","REX-20260324-0040","MAT-20260324-0039","奖助贷补","学生","附件2：一网通办系统学生申请操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/附件2：一网通办系统学生申请操作说明.docx","附件2：一网通办系统学生申请操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0055.md","drafted"
"KB-20260324-0056","P2-REX-0013","REX-20260324-0041","MAT-20260324-0040","奖助贷补","学生","附件2：一网通办系统学生申请操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/附件/附件2：一网通办系统学生申请操作说明.docx","附件2：一网通办系统学生申请操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0056.md","drafted"
"KB-20260324-0057","P2-REX-0014","REX-20260324-0042","MAT-20260324-0041","奖助贷补","全体学生","关于开展2025-2026学年家庭经济困难认定的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/关于开展2025-2026学年家庭经济困难认定的通知.docx","关于开展2025-2026学年家庭经济困难认定的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0057.md","drafted"
"KB-20260324-0058","P2-REX-0015","REX-20260324-0043","MAT-20260324-0042","奖助贷补","全体学生","学院、班级一网通办操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/学院、班级一网通办操作说明.docx","学院、班级一网通办操作说明","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0058.md","drafted"
"KB-20260324-0059","P2-REX-0016","REX-20260324-0044","MAT-20260324-0043","奖助贷补","全体学生","关于评选2024-2025学年校级综合奖学金的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025校级奖学金/关于评选2024-2025学年校级综合奖学金的通知.docx","关于评选2024-2025学年校级综合奖学金的通知","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0059.md","drafted"
"KB-20260324-0060","P2-REX-0017","REX-20260324-0051","MAT-20260324-0050","心理与测评","学生","医药管理学院2025-2026学年学生综合素质测评办法（暂行） 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/医药管理学院2025-2026学年学生综合素质测评办法（暂行）.docx","医药管理学院2025-2026学年学生综合素质测评办法（暂行）","extracted","未复核","knowledge-base/entries/first-batch-drafts/KB-20260324-0060.md","drafted"
